n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,5.69189e+07,1.33787e+07,5.07101e+07,5.20575e+07,5.38698e+07,5.69301e+07,1.28169e+08,8,2
4194304,3.31785e+08,5.44449e+07,3.01544e+08,3.114e+08,3.18992e+08,3.25674e+08,6.12788e+08,8,2
16777216,8.37993e+08,2.33636e+08,7.60555e+08,7.86247e+08,7.97989e+08,8.08193e+08,2.11591e+09,8,2
67108864,4.91643e+09,1.0021e+09,4.38907e+09,4.53811e+09,4.66603e+09,4.87143e+09,1.0061e+10,8,2
