n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,6.27727e+07,1.22959e+07,4.58838e+07,5.53985e+07,6.04387e+07,6.53044e+07,1.07379e+08,2,10
4194304,2.29776e+08,2.73897e+07,1.85706e+08,2.11348e+08,2.29972e+08,2.37904e+08,3.39684e+08,2,10
16777216,9.90984e+08,1.04191e+08,8.80929e+08,9.33411e+08,9.68643e+08,1.01571e+09,1.44323e+09,2,10
67108864,4.39619e+09,4.43249e+08,3.9254e+09,4.15318e+09,4.40162e+09,4.46501e+09,6.56396e+09,2,10
