n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,1.0534e+08,1.51862e+07,9.42256e+07,9.87965e+07,1.02122e+08,1.06856e+08,1.82864e+08,2,2
4194304,4.25086e+08,5.28748e+07,3.99152e+08,4.09721e+08,4.1628e+08,4.21222e+08,7.09417e+08,2,2
16777216,1.88337e+09,2.24596e+08,1.77839e+09,1.81961e+09,1.83428e+09,1.85822e+09,3.08944e+09,2,2
67108864,8.03105e+09,1.06994e+09,7.48535e+09,7.63076e+09,7.77395e+09,8.001e+09,1.36512e+10,2,2
