n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,7.06911e+07,8.70377e+06,6.0156e+07,6.53815e+07,7.00935e+07,7.27548e+07,1.10132e+08,2,6
4194304,2.81706e+08,3.86004e+07,2.57648e+08,2.6717e+08,2.73964e+08,2.84434e+08,4.83965e+08,2,6
16777216,1.20781e+09,1.3154e+08,9.79687e+08,1.17007e+09,1.19458e+09,1.20776e+09,1.84651e+09,2,6
67108864,5.32803e+09,4.41665e+08,4.89246e+09,5.15268e+09,5.25333e+09,5.37129e+09,7.617e+09,2,6
