n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,3.95059e+07,8.92193e+06,3.03424e+07,3.32279e+07,3.9027e+07,4.20878e+07,6.97526e+07,4,8
4194304,1.59539e+08,3.23267e+07,1.3323e+08,1.39926e+08,1.48759e+08,1.62487e+08,2.98717e+08,4,8
16777216,6.80845e+08,9.39169e+07,5.77856e+08,6.37219e+08,6.67529e+08,6.8463e+08,1.13464e+09,4,8
67108864,3.14643e+09,5.3951e+08,2.64164e+09,2.82741e+09,3.05424e+09,3.28465e+09,5.74116e+09,4,8
