n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,6.98592e+07,1.18632e+07,6.222e+07,6.57616e+07,6.74986e+07,6.9681e+07,1.31607e+08,4,2
4194304,2.84963e+08,4.66171e+07,2.63719e+08,2.69379e+08,2.77248e+08,2.84211e+08,5.3619e+08,4,2
16777216,1.22346e+09,1.8647e+08,1.08959e+09,1.17253e+09,1.1949e+09,1.2183e+09,2.22776e+09,4,2
67108864,5.3342e+09,8.29644e+08,4.9516e+09,5.06844e+09,5.15329e+09,5.27084e+09,9.7718e+09,4,2
