n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,3.89409e+07,1.05506e+07,3.05335e+07,3.49611e+07,3.70888e+07,3.95053e+07,9.3275e+07,8,4
4194304,2.17307e+08,3.32252e+07,1.89009e+08,2.02927e+08,2.14285e+08,2.22025e+08,3.8922e+08,8,4
16777216,5.82582e+08,1.28102e+08,5.20377e+08,5.4435e+08,5.5834e+08,5.75812e+08,1.27639e+09,8,4
67108864,3.29048e+09,5.46164e+08,2.98611e+09,3.09003e+09,3.12947e+09,3.31537e+09,6.15845e+09,8,4
