n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,4.17694e+07,8.73511e+06,3.43932e+07,3.83125e+07,3.9282e+07,4.34268e+07,8.59296e+07,4,6
4194304,1.7102e+08,3.6925e+07,1.37647e+08,1.58131e+08,1.62805e+08,1.73237e+08,3.41325e+08,4,6
16777216,6.68221e+08,1.21511e+08,5.66817e+08,6.24204e+08,6.60657e+08,6.72698e+08,1.30207e+09,4,6
67108864,3.44634e+09,4.44359e+08,2.88039e+09,3.2699e+09,3.38657e+09,3.56759e+09,5.41477e+09,4,6
