n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,4.19287e+07,9.52646e+06,3.27051e+07,3.78493e+07,4.03753e+07,4.31279e+07,8.94005e+07,8,4
4194304,2.13257e+08,2.74551e+07,1.89326e+08,2.04359e+08,2.09047e+08,2.15192e+08,3.54336e+08,8,4
16777216,5.83962e+08,1.16198e+08,5.37282e+08,5.54626e+08,5.6009e+08,5.74832e+08,1.21637e+09,8,4
67108864,2.97013e+09,4.72259e+08,2.75292e+09,2.85115e+09,2.88677e+09,2.92385e+09,5.53529e+09,8,4
