n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,3.15562e+07,7.01445e+06,2.81401e+07,2.90761e+07,2.97246e+07,3.10401e+07,6.80685e+07,8,10
4194304,1.99829e+08,2.5125e+07,1.7485e+08,1.88331e+08,1.95231e+08,2.04291e+08,3.20681e+08,8,10
16777216,4.52523e+08,8.05194e+07,4.12025e+08,4.25207e+08,4.29981e+08,4.48418e+08,8.74532e+08,8,10
67108864,2.48858e+09,3.22679e+08,2.20138e+09,2.33408e+09,2.4248e+09,2.53409e+09,4.07272e+09,8,10
