n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,6.00033e+07,1.23981e+07,5.32667e+07,5.5671e+07,5.76493e+07,5.96813e+07,1.25341e+08,4,2
4194304,2.48823e+08,5.30605e+07,2.24954e+08,2.34025e+08,2.39875e+08,2.45254e+08,5.37016e+08,4,2
16777216,1.10507e+09,2.22352e+08,1.02267e+09,1.04277e+09,1.06352e+09,1.08353e+09,2.31328e+09,4,2
67108864,4.97385e+09,8.7758e+08,4.7322e+09,4.77548e+09,4.8088e+09,4.86675e+09,9.77229e+09,4,2
