n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,4.30611e+07,1.40968e+07,3.34948e+07,3.79983e+07,4.03724e+07,4.31838e+07,1.16511e+08,16,2
4194304,2.88541e+08,5.95883e+07,2.59961e+08,2.68497e+08,2.79113e+08,2.85313e+08,6.09446e+08,16,2
16777216,8.16538e+08,2.57092e+08,7.22382e+08,7.57459e+08,7.68575e+08,7.94125e+08,2.21759e+09,16,2
67108864,5.79599e+09,1.07529e+09,5.15368e+09,5.40079e+09,5.5635e+09,5.94602e+09,1.14589e+10,16,2
