n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,3.59213e+07,6.31622e+06,3.08233e+07,3.29056e+07,3.49652e+07,3.68131e+07,6.81299e+07,8,6
4194304,1.85667e+08,3.05678e+07,1.64459e+08,1.76554e+08,1.81072e+08,1.86077e+08,3.4601e+08,8,6
16777216,5.26512e+08,1.10415e+08,4.81555e+08,5.00138e+08,5.04044e+08,5.15177e+08,1.12552e+09,8,6
67108864,2.57358e+09,4.48964e+08,2.40284e+09,2.46519e+09,2.49593e+09,2.52587e+09,5.01843e+09,8,6
