n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,4.18094e+07,1.27549e+07,3.56942e+07,3.69465e+07,3.92577e+07,4.15825e+07,1.09951e+08,16,2
4194304,2.56652e+08,4.75024e+07,2.31176e+08,2.41495e+08,2.47383e+08,2.5651e+08,5.12416e+08,16,2
16777216,7.25845e+08,1.8815e+08,6.63857e+08,6.79501e+08,6.89815e+08,7.01481e+08,1.75157e+09,16,2
67108864,4.51041e+09,7.79456e+08,4.28647e+09,4.33772e+09,4.37182e+09,4.41646e+09,8.77357e+09,16,2
