n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,8.58616e+07,1.19762e+07,6.90447e+07,7.99176e+07,8.37218e+07,8.81832e+07,1.41562e+08,2,4
4194304,3.3731e+08,4.90438e+07,2.48689e+08,3.25615e+08,3.39994e+08,3.53512e+08,5.49815e+08,2,4
16777216,1.48267e+09,1.69361e+08,1.12876e+09,1.43335e+09,1.48908e+09,1.53218e+09,2.20532e+09,2,4
67108864,6.54686e+09,5.7305e+08,5.23678e+09,6.3111e+09,6.57771e+09,6.77164e+09,8.35328e+09,2,4
