n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,2.5577e+07,4.8757e+06,2.30393e+07,2.41158e+07,2.4566e+07,2.56218e+07,5.17825e+07,16,10
4194304,3.41256e+08,1.64212e+07,3.22436e+08,3.28413e+08,3.40597e+08,3.49523e+08,4.0176e+08,16,10
16777216,4.83641e+08,7.31564e+07,4.4865e+08,4.56118e+08,4.6268e+08,4.83545e+08,8.64253e+08,16,10
67108864,5.90886e+09,2.70928e+08,5.68639e+09,5.77566e+09,5.84428e+09,5.95486e+09,7.23322e+09,16,10
