n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,4.04321e+07,7.26173e+06,3.5207e+07,3.76998e+07,3.96288e+07,4.08237e+07,7.83351e+07,4,6
4194304,1.70427e+08,2.89625e+07,1.43266e+08,1.58731e+08,1.64993e+08,1.70919e+08,3.20494e+08,4,6
16777216,7.25297e+08,1.15704e+08,6.36433e+08,6.792e+08,7.11659e+08,7.3487e+08,1.33182e+09,4,6
67108864,3.04952e+09,4.92912e+08,2.70866e+09,2.83365e+09,3.0305e+09,3.09519e+09,5.61921e+09,4,6
