n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,2.9992e+07,9.21573e+06,2.31833e+07,2.63344e+07,2.9038e+07,3.03041e+07,7.79296e+07,16,4
4194304,2.05264e+08,3.56678e+07,1.87027e+08,1.92666e+08,1.98403e+08,2.04661e+08,3.96096e+08,16,4
16777216,5.32051e+08,1.39495e+08,4.68638e+08,4.90364e+08,5.0679e+08,5.22354e+08,1.28624e+09,16,4
67108864,3.72542e+09,6.04733e+08,3.40638e+09,3.51659e+09,3.59774e+09,3.68125e+09,6.95291e+09,16,4
