n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,4.50656e+07,7.46601e+06,3.8643e+07,4.21699e+07,4.38863e+07,4.53444e+07,8.30031e+07,4,4
4194304,1.83565e+08,2.95247e+07,1.66353e+08,1.73648e+08,1.77611e+08,1.83906e+08,3.41073e+08,4,4
16777216,7.72391e+08,1.13479e+08,7.07332e+08,7.39583e+08,7.56494e+08,7.65649e+08,1.38447e+09,4,4
67108864,3.33241e+09,4.8452e+08,3.0961e+09,3.21529e+09,3.25809e+09,3.29702e+09,5.96172e+09,4,4
