n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,6.73463e+07,1.11686e+07,5.3295e+07,6.22206e+07,6.61109e+07,6.92017e+07,1.21592e+08,2,8
4194304,2.61735e+08,2.77655e+07,2.07282e+08,2.45799e+08,2.60026e+08,2.76437e+08,3.72147e+08,2,8
16777216,1.14924e+09,1.0922e+08,1.02323e+09,1.07886e+09,1.15751e+09,1.17483e+09,1.61985e+09,2,8
67108864,4.97481e+09,4.228e+08,4.3829e+09,4.85037e+09,4.93126e+09,5.06265e+09,6.9698e+09,2,8
