n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,2.56156e+07,5.3366e+06,2.13959e+07,2.34992e+07,2.52021e+07,2.59193e+07,5.34454e+07,16,8
4194304,1.37558e+08,2.57672e+07,1.24144e+08,1.29522e+08,1.33107e+08,1.36756e+08,2.75694e+08,16,8
16777216,4.14489e+08,9.50879e+07,3.77329e+08,3.89407e+08,3.97841e+08,4.0498e+08,9.31565e+08,16,8
67108864,2.29639e+09,4.10863e+08,2.16477e+09,2.20641e+09,2.22038e+09,2.25266e+09,4.53773e+09,16,8
