n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,4.3256e+07,6.05428e+06,3.53742e+07,4.03898e+07,4.25377e+07,4.45059e+07,6.30382e+07,4,10
4194304,1.45521e+08,2.23057e+07,1.30653e+08,1.38149e+08,1.40934e+08,1.43961e+08,2.62699e+08,4,10
16777216,6.03012e+08,9.68391e+07,5.47739e+08,5.69015e+08,5.83708e+08,5.98304e+08,1.11511e+09,4,10
67108864,2.52362e+09,3.71492e+08,2.32652e+09,2.39632e+09,2.45827e+09,2.49547e+09,4.51066e+09,4,10
