n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4,k,threads
1048576,3.5467e+07,5.26187e+06,3.20901e+07,3.38393e+07,3.46664e+07,3.54085e+07,6.35482e+07,8,10
4194304,1.63153e+08,2.35653e+07,1.50803e+08,1.53917e+08,1.57898e+08,1.62097e+08,2.85447e+08,8,10
16777216,4.53907e+08,1.0543e+08,4.21731e+08,4.30264e+08,4.33791e+08,4.38376e+08,1.02966e+09,8,10
67108864,2.15321e+09,3.64246e+08,2.01043e+09,2.06455e+09,2.08759e+09,2.11087e+09,4.13436e+09,8,10
